career,profile
Sales Marketing Executive,"Sales Marketing Executive
Tugas dan Tanggung Jawab : Membangun channel market khusus komunitas kesehatan dan komunitas keagamaan sebagai target market dari produk - produk...
nan"
Sales Marketing Executive,"Sales Marketing Executive
An International Freight Forwarding Company urgently look for: SALES &amp; MARKETING EXECUTIVEResponsibilities: Identify potential business...
Attractive salary and performance bonuses,Excellent career opportunities,A vibrant, international working environment"
Sales Marketing Executive,"Sales Marketing Executive
Esthetico Derma Institute merupakan Lembaga Pelatihan Aesthetic Medic memberikan Kesempatan bagi Generasi Muda untuk bergabung bersama dengan Kami...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Kriteria : Lulusan S1 jurusan manajemen/manajemen pemasaran Memiliki kemampuan analisis yang baik, kreatif dan inovatif Memiliki setidaknya 1 tahun...
nan"
Sales Marketing Executive,"Sales Marketing Executive
An International Freight Forwarding Company urgently look for: SALES &amp; MARKETING EXECUTIVEResponsibilities: Identify potential business...
Attractive salary and performance bonuses,Excellent career opportunities,A vibrant, international working environment"
Perawat Gigi,"Perawat Gigi
Persyaratan: Minimal D3 Keperawatan Gigi Memiliki pengalaman minimal 1 tahun untuk posisi yang sama Bersedia ditempatkan / bertugas di Sudirman –...
nan"
Perawat Gigi,"Perawat Gigi
Requirement : Maximum age 27 year. At least D-III Dental Nurse with minimum 2 year experience. STR active. Have a good communication skill with...
Bpjs-Tk,Bonus Tahunan,Insentif"
Perawat Gigi,"Perawat Gigi
Klinik Pratama Assalamah Membutuhkan Perawat Gigi dengan persyaratan : Pendidikan Lulusan Keperawatan Gigi. Memiliki STR Aktif. Sehat Jasmani dan...
nan"
Perawat Gigi,"Perawat Gigi
Indental Clinic sedang mencari perawat gigi/perawat umum untuk bergabung dengan tim kami.[Kualifikasi]1. Lulusan perawat gigi/perawat umum2. Mau dan...
nan"
Perawat Gigi,"Perawat Gigi
Hai Bro &amp; SisPunya Integritas, Komitmen Tinggi, Tangguh Suka Bekerja dan Belajar, Loyalitas Tinggi, dan Mencari karir Bukan Pekerjaan Saja!! ""JOIN...
nan"
Perawat Gigi,"Perawat Gigi
Tugas &amp; Tanggung jawab: Bekerjasama dengan Dokter, rekan kerja seprofesi dan tenaga kesehatan lainnya. Memberikan pelayanan keperawatan gigi yang...
nan"
Perawat Gigi,"Perawat Gigi
Kandidat harus memiliki setidaknya Diploma di Keperawatan atau setara. Setidaknya memiliki 1 tahun pengalaman dalam bidang yang sesuai untuk posisi...
nan"
Perawat Gigi,"Perawat Gigi
Klinik &amp; Apotek Jeddah, terletak di Jalan Andi Tonro No. 23A, Kota Makassar, Sulawesi Selatan. Saat ini sedang membutuhkan kandidat untuk...
nan"
Perawat Gigi,"Perawat Gigi
Deskripsi Pekerjaan: Bertanggung jawab sebagai perawat sekaligus admin Menyiapkan dan membersihkan alat. Membangun hubungan emosional dengan pasien...
nan"
Perawat Gigi,"Perawat Gigi
Persyaratan: Minimal D3 Keperawatan Gigi Memiliki pengalaman minimal 1 tahun untuk posisi yang sama Bersedia ditempatkan / bertugas di Sudirman –...
nan"
Perawat Gigi,"Perawat Gigi
Requirement : Maximum age 27 year. At least D3 Dental Nurse with minimum 2 year experience. STR active. Have a good communication skill with pleasant...
Bpjs-Tk,Bonus Tahunan,Insentif"
Perawat Gigi,"Perawat Gigi
PERAWAT GIGIKualifikasi Usia Maksimal 28 Tahun Bisa Berbahasa Inggris Pengalaman kurang 1 tahun / Fresh Graduate Memiliki STR aktif Lulusan D3...
nan"
Perawat Gigi,"Perawat Gigi
PERAWAT GIGIKualifikasi Pengalaman kurang 1 tahun / Fresh Graduate Memiliki STR aktif Lulusan D3 Keperawatan Gigi Rajin, tekun dan jujur Dapat bekerja...
nan"
Perawat Gigi,"Perawat Gigi
Kandidat harus memiliki setidaknya Diploma di Keperawatan atau setara. Setidaknya memiliki 1 tahun pengalaman dalam bidang yang sesuai untuk posisi...
nan"
Perawat Gigi,"Perawat Gigi
Posisi yang dicariPerawat gigi untuk di kota BandungJujur, bertanggung jawab, karakter baik, bisa bekerja sama, tidak gampang marah, komunikatif,...
nan"
Perawat Gigi,"Perawat Gigi
Hai Bro &amp; SisPunya Integritas, Komitmen Tinggi, Tangguh Suka Bekerja dan Belajar, Loyalitas Tinggi, dan Mencari karir Bukan Pekerjaan Saja!! ""JOIN...
nan"
Perawat Gigi,"Perawat Gigi
Putih Dental Center adalah sebuah klinik gigi yang berlokasi di Pantai Indah Kapuk, Jakarta Utara dan Puri Kembangan, Jakarta Barat. Kami mencari tim...
nan"
Perawat Gigi,"Perawat Gigi
Kami mencari tim perawat yang memiliki kualifikasi sebagai berikut: SMK/D3 Keperawatan Gigi. Memiliki pengalaman sebagai perawat gigi minimal 1 tahun...
nan"
Perawat Gigi,"Perawat Gigi
PERAWAT GIGIKualifikasi Pengalaman kurang 1 tahun / Fresh Graduate Memiliki STR aktif Lulusan D3 Keperawatan Gigi Rajin, tekun dan jujur Dapat bekerja...
nan"
Perawat Gigi,"Perawat Gigi
Kualifikasi: Memiliki pengalaman sebagai perawat gigi minimal 1 tahun lebih disukai. Memiliki STR (Surat Tanda Registrasi - Perawat Gigi) Aktif lebih...
nan"
Chief Engineering,"Chief Engineering
Deskripsi Pekerjaan: Bertanggung jawab dalam memimpin dan mengelola Departemen Engineering Bertanggung jawab dalam memonitor, merawat dan melakukan...
nan"
Chief Engineering,"Chief Engineering
Responsible for managing the Engineering department Responsible for important equipment used related to engineering Responsible for the distribution...
nan"
Chief Engineering,"Chief Engineering
Uraian Pekerjaan: Bertanggung jawab atas maintenance dan operasional peralatan Membuat jadwal shift tenaga teknisi dan mengontrol pelaksanaannya...
nan"
Chief Engineering,"Chief Engineering
Pendidikan Minimal S1 Teknik Elektro/Sipil/Mesin dan yang terkait lainnya Memiliki pengalaman minimal 5 tahun diposisi yang sama lebih diutamakan...
nan"
Chief Engineering,"Chief Engineering
Deskripsi Pekerjaan·      Bertanggung jawab atas operasional MEP (Mechanical, Electrical, Plumbing).·      Memiliki kemampuan penanganan...
nan"
Chief Engineering,"Chief Engineering
33 - 45 years old Candidate must possess at least a Bachelor's Degree, Engineering (Electrical), Engineering (Mechanical)  or equivalent. Required...
nan"
Chief Engineering,"Chief Engineering
Kualifikasi: Sarjana Tekni elektro dan mesin Berpengalaman minimal 2 tahun dibidang yang sama Management/ mengelola gedung (Mall, ITC) Usia maksimal...
nan"
Chief Engineering,"Chief Engineering
Tugas dan Tanggung Jawab Merencanakan dan mengontrol program kerja engineering (perbaikan dan perawatan) Mengawasi bekerjanya mesin-mesin, kompresor...
nan"
Chief Engineering,"Chief Engineering
Kualifikasi: Maksimal 45 tahun Pendidikan Minimal S1 Teknik Pengalaman minimal 5 tahun sebagai koordinator teknik atau chief engineer di gedung...
nan"
Chief Engineering,"Chief Engineering
TUGAS &amp; TANGGUNG JAWAB        RINGKASAN PEKERJAAN Merencanakan dan evaluasi kegiatan operasional gedung (on/off) dan preventive maintenance....
BPJS Ketenagakerjaan, BPJS Kesehatan,Lot Parkir,Klaim Kesehatan Reimburstment"
Chief Engineering,"Chief Engineering
Chief Engineer in installation and maintenance of the architectural, mechanical and electrical systems.Perform routine maintenance to determine...
nan"
Chief Engineering,"Chief Engineering
PERSYARATAN PELAMAR Pendidikan S1 Teknik  Berpengalaman sebagai Chief Engineering High Rise Building/Apartemen/Mall Memahami teknik mekanikal dan...
nan"
Chief Engineering,"Chief Engineering
Chief Engineer in installation and maintenance of the architectural, mechanical and electrical systems.Perform routine maintenance to determine...
nan"
Chief Engineering,"Chief Engineering
Job Description - Chief Engineering (HOT08854): Hilton Garden Inn Jakarta Taman Palem Jl. Kamal Raya Outer Ring Road Cengkareng, Jakarta...
nan"
Chief Engineering,"Chief Engineering
PERSYARATAN: Usia maksimal 38 tahun. Pendidikan terakhir setingkat Diploma dan/atau Sarjana, jurusan Teknik Elektrik/Mekanik/Sipil. Pengalaman kerja...
nan"
Chief Engineering,"Chief Engineering
Chief Engineer in installation and maintenance of the architectural, mechanical and electrical systems.Perform routine maintenance to determine...
nan"
Chief Engineering,"Chief Engineering
Chief Engineer in installation and maintenance of the architectural, mechanical and electrical systems.Perform routine maintenance to determine...
nan"
Chief Engineering,"Chief Engineering
Job Description - Chief Engineering (HOT08854): Hilton Garden Inn Jakarta Taman Palem Jl. Kamal Raya Outer Ring Road Cengkareng, Jakarta...
nan"
Chief Engineering,"Chief Engineering
Kualifikasi: Maksimal 45 tahun Pendidikan Minimal S1 Teknik Pengalaman minimal 5 tahun sebagai koordinator teknik atau chief engineer di gedung...
nan"
Chief Engineering,"Chief Engineering
Job Description - Chief Engineering (HOT08854): Hilton Garden Inn Jakarta Taman Palem Jl. Kamal Raya Outer Ring Road Cengkareng, Jakarta...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi Jujur, disiplin dan bertanggung jawab Memiliki kemampuan komunikasi yang baik Berpenampilan rapi dan sopan Memiliki keinginan belajar yang...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi: Jujur Bekerja keras dispilin dan beratnggung jawab ramah terhadap konsumen Bisa bekerja sama dengan tim maupun individu Bisa...
nan"
Penjaga Stand,"Penjaga Stand
Deskripsi PekerjaanKulifikasi: Usia maksimal 25 Tahun Mampu berkomunikasi &amp; memiliki inisiatif tinggi, kreatif, dan percaya diri Bersedia bekerja...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Usia maksimal 28 tahun Dapat bekerja secara team Jujur, bertanggung jawab, cekatan dan loyal Diutamakan Fresh Graduate Memiliki niat...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Usia maksimal 27 tahun Memiliki kendaraan pribadi Ramah dan jujur Dapat berkomunikasi dengan baik Benefit : Gaji uang Transport Bonus...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Rajin, Jujur , Amanah dan Mandiri Ramah terhadap konsumen Disiplin dan Tepat waktu Bisa berkomunikasi dengan baik Ulet dan tekun...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Pendidikan minimal SMA/SMK sederajat Usia 18 - 35 tahun Terbuka untuk fresh graduate Jujur, disiplin, ramah dan bertanggung jawab Lokasi...
nan"
Penjaga Stand,"Penjaga Stand
Kriteria : Usia maksimal 25 tahun Lulusan minimal SMA Sehat Jasmani dan rohani Diutamakan berpengalaman Disiplin, jujur dan bertanggung jawab Cekatan
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Pendidikan minimal SMA/SMK sederajat Rajin, Jujur , Amanah dan Mandiri Ramah terhadap konsumen Disiplin dan Tepat waktu Bisa...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Jujur, disiplin dan bertanggung jawab Teliti Memiliki kemampuan komunikasi yang baik Memiliki kemampuan interpersonal yang baik Memiliki...
nan"
Penjaga Stand,"Penjaga Stand
Deskripsi PekerjaanKualifikasi : Jujur disiplin dan bertanggung jawab Teliti Memiliki kemampuan komunikasi yang baik Memiliki kemampuan interpersonal...
nan"
Penjaga Stand,"Penjaga Stand
Deskripsi PekerjaanKualifikasi : Jujur disiplin dan bertanggung jawab Teliti Memiliki kemampuan komunikasi yang baik Memiliki kemampuan interpersonal...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Usia maksimal 28 tahun Bisa memasak Jujur, disiplin, teliti dan bertanggung jawab Berpenampilan rapi dan sopan Memiliki kemampuan...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Usia maksimal 35 tahun Pendidikan minimal SMP/SMA Memiliki kendaraan pribadi Domisili Surabaya Jujur, disiplin, teliti dan bertanggung...
nan"
Penjaga Stand,"Penjaga Stand
Kualifikasi : Usia maksimal 35 tahun Jujur, disiplin, teliti dan bertanggung jawab Berpenampilan rapi dan sopan Memiliki kemampuan komunikasi yang...
nan"
Penjaga Stand,"Penjaga Stand
Deskripsi PekerjaanKualifikasi : Usia maksimal 28 tahun Pendidikan minimal SMA/SMK Sehat Jasmani dan Rohani Memiliki kendaraan pribadi Memiliki...
nan"
Penjaga Stand,"Penjaga Stand
Deskripsi PekerjaanKualifikasi : Usia minimal 20-25 tahun Jujur disiplin teliti cekatan disiplin dan bertanggung jawab Berpenampilan rapi dan sopan...
nan"
Penjaga Stand,"Penjaga Stand
Deskripsi PekerjaanKualifikasi : Usia minimal 20-27tahun Jujur Disiplin Teliti Cekatan Disiplin dan bertanggung jawab Berpenampilan rapi dan sopan...
nan"
